"","H4R17A","H4R17A.1","H4R17A.2","H4R17A.3","H4S64A","H4S64A.1","H4S64A.2","H4S64A.3","H3R63A","H3R63A.1","H3R63A.2","H3R63A.3","H3P16A","H3P16A.1","H3P16A.2","H3P16A.3","H3K42A","H3K42A.1","H3K42A.2","H3K42A.3","H3S87A","H3S87A.1","H3S87A.2","H3S87A.3","H4R78K","H4R78K.1","H4R78K.2","H4R78K.3","H4K44R","H4K44R.1","H4K44R.2","H4K44R.3","H3E94A","H3E94A.1","H3E94A.2","H3E94A.3","H3R69A","H3R69A.1","H3R69A.2","H3R69A.3","WT","WT.1","WT.2","WT.3","H3T32D","H3T32D.1","H3T32D.2","H3T32D.3","H3K27R","H3K27R.1","H3K27R.2","H3K27R.3","X2000","X2000.1","X2000.2","X2000.3","X200","X200.1","X200.2","X200.3","X1000","X1000.1","X1000.2","X1000.3","H3R40A","H3R40A.1","H3R40A.2","H3R40A.3","H3K79A","H3K79A.1","H3K79A.2","H3K79A.3","H3K4A","H3K4A.1","H3K4A.2","H3K36A","H3K36A.1","H3K36A.2","H4R17A.4","H4R17A.5","H4R17A.6","H4R17A.7","H4S64A.4","H4S64A.5","H4S64A.6","H4S64A.7","H3R63A.4","H3R63A.5","H3R63A.6","H3R63A.7","H3P16A.4","H3P16A.5","H3P16A.6","H3P16A.7","H3K42A.4","H3K42A.5","H3K42A.6","H3K42A.7","H3S87A.4","H3S87A.5","H3S87A.6","H3S87A.7","H4R78K.4","H4R78K.5","H4R78K.6","H4R78K.7","H4K44R.4","H4K44R.5","H4K44R.6","H4K44R.7","H3E94A.4","H3E94A.5","H3E94A.6","H3E94A.7","H3R69A.4","H3R69A.5","H3R69A.6","H3R69A.7","WT.4","WT.5","WT.6","WT.7","H3T32D.4","H3T32D.5","H3T32D.6","H3T32D.7","H3K27R.4","H3K27R.5","H3K27R.6","H3K27R.7","X2000.4","X2000.5","X2000.6","X2000.7","X200.4","X200.5","X200.6","X200.7","X1000.4","X1000.5","X1000.6","X1000.7","H3R40A.4","H3R40A.5","H3R40A.6","H3R40A.7","H3K79A.4","H3K79A.5","H3K79A.6","H3K79A.7","H3K4A.3","H3K4A.4","H3K4A.5","H3K36A.3","H3K36A.4","H3K36A.5"
"Doubling Times",304.728057817186,545.229361686203,94.0159204630891,110.56962230026,434.917787945503,434.619304405649,434.828043627551,441.230250221429,417.641731884871,356.574466260179,301.657471980678,284.552862863033,409.860232961512,208.027853345175,180.827240333778,200.78279111442,197.926892328494,394.077043323524,586.917128639343,606.574560274604,384.620556780672,479.36018896435,345.239228372097,310.077387799854,255.207729023532,227.064173353488,276.172675367519,233.688969149007,186.999967552998,183.15765302932,197.510545220916,188.887528831914,151.600720573221,157.279302603785,183.633744491006,160.952146464014,339.639894987903,207.129982007933,390.354431946548,195.513989307012,215.061545045012,189.532615225333,178.079263811565,185.654827285361,194.759585547746,171.275199440697,182.340633002776,183.266129710164,167.894309914713,181.01316980608,183.513914387164,192.799518498945,215.245595614213,188.740298171817,139.59493591999,156.449188472926,151.747003886708,150.644664285147,168.561863688179,154.896156463679,247.213269368377,153.274127219976,148.840429806938,143.541853376771,218.168618276934,212.183771839002,358.058982736034,187.31518534048,165.407526520581,316.921166809624,170.338233692271,187.426820842047,282.3918372096,225.846153683395,283.971225813226,233.651797263244,236.883019473795,213.817869277242,699.113583791417,551.262320802628,98.364946049096,98.6268412743133,164.725253631263,168.407583905783,407.760814692532,162.318730203867,403.295459987477,348.292793136745,290.442444136029,272.427655143195,181.684054613436,173.349934518377,194.249365629916,169.019741920721,457.598401468617,438.776090679142,600.764457164836,605.986368894438,390.539403147734,463.858211194645,355.198270687452,311.79824894423,208.422256253613,196.776750114074,243.093640138412,199.400495022146,177.680519681768,177.340506107214,190.263970811153,179.714551261498,142.501084114508,145.873367127436,175.018477045748,143.576095270775,353.392847439113,391.596969331294,389.898834914349,408.017779478554,183.632215811018,177.9168178976,167.24979938432,173.230756976815,207.521248878575,170.360881344038,181.419882971725,164.870671393651,154.809880677803,175.005793757453,185.916309850367,200.030931830038,219.503749298657,172.985122728933,178.168428178519,144.517497588124,180.226728048215,144.468999370386,156.741439222007,137.42679046225,174.682683346128,135.807047886266,140.530493638639,143.463554029149,207.845355884315,218.82688581321,359.966318148961,171.181439346714,149.852684243117,150.854982278817,145.730212334842,160.670717151704,291.266021908499,207.725676615831,286.519011406563,200.999103983247,202.070985372975,187.64457111797
"Rsquared Value",0.989936146105556,0.769505497383528,0.870882237929006,0.832264357062484,0.871849552767037,0.854460600209852,0.81714533061951,0.852245917720984,0.894853997498876,0.914074027988872,0.902055295411387,0.892564430720713,0.847115329378369,0.871951656097345,0.950205144786218,0.891994163959285,0.945242693349683,0.926643763837842,0.88950329060833,0.909062325423849,0.911173470249099,0.859816863927554,0.896552609036599,0.879197962820483,0.98879272645052,0.983687844803091,0.97270568818886,0.971974751073669,0.99002688107089,0.988042974973931,0.989504243796315,0.990890168480063,0.980191395594678,0.979605444960772,0.957081553580465,0.9685200118714,0.846163077146171,0.985708025039096,0.865808753328655,0.979428752473494,0.964967995323742,0.992655952112238,0.993528803387712,0.990990216760221,0.968841622021496,0.961217574422216,0.963087068557745,0.961833308938944,0.980050965216581,0.948896029169503,0.99518845892905,0.994729396688166,0.6887392839737,0.76760598019294,0.887533343350265,0.837313565424821,0.875244767990498,0.927023907441067,0.904718025337678,0.861366548282719,0.904151143664442,0.975483341266466,0.971917447429872,0.975640793443853,0.992718583154457,0.989830629350904,0.883497679278651,0.992643761085483,0.96809006096291,0.876791241148538,0.983063768462556,0.957689060830533,0.928093640640338,0.945273079354687,0.923149445176529,0.962136518750318,0.955098495010952,0.954452946879939,0.794220604558139,0.760452108097776,0.884351864752006,0.821887543347372,0.903139840102835,0.918360703106415,0.775819151973161,0.95075460272348,0.912988176289914,0.91620240554502,0.908636704477144,0.908642259804207,0.992177156080122,0.966686187496346,0.97428835794424,0.940540038767492,0.96944109015204,0.963666902858066,0.921866552428456,0.93656852168825,0.898713584638672,0.843050792851638,0.873790577259617,0.838392547167169,0.99454367013633,0.993494616399,0.991380226935465,0.996954138558423,0.984026708153498,0.982315361297764,0.991059566156561,0.989588718916254,0.985631279149033,0.987847241830116,0.960317967110949,0.98306584670524,0.83426394316081,0.843432583451772,0.854832601650146,0.829220550051513,0.988828578685984,0.995724131728155,0.991919743414602,0.991649697183809,0.973574551361486,0.949234500209525,0.980233599616851,0.971275407028193,0.991892044757957,0.967976575802631,0.994007397000501,0.996418038054971,0.729757160368183,0.786255458239482,0.829137717450078,0.941857423040903,0.793639871910283,0.846700602674643,0.832101549000811,0.975880827571151,0.925259021543766,0.986071812864055,0.968290065810536,0.97207747440741,0.995698969214793,0.990766920423811,0.873880042654081,0.992988605327881,0.985735029141495,0.982512963516502,0.961041496649434,0.976518409692726,0.921894890435834,0.98574030034513,0.919995628248583,0.992965848410641,0.989309914191735,0.994868246104784
"Lower Limit",5,17,29,23,5,7,15,8,15,13,13,12,15,5,15,7,73,25,15,17,5,14,6,6,13,10,5,8,11,11,10,12,12,12,11,12,13,13,13,14,9,15,13,16,20,19,16,19,22,16,17,14,6,7,10,10,9,11,8,8,4,15,14,15,14,15,15,13,13,14,14,15,14,14,13,18,18,18,4,20,30,26,12,11,17,12,16,13,15,13,15,12,18,11,56,24,11,14,6,15,9,10,14,13,11,14,15,14,11,10,13,14,13,14,15,14,12,16,11,14,15,17,21,21,17,21,22,18,18,14,7,8,9,13,9,10,10,13,9,16,14,14,14,16,16,15,15,14,13,15,13,13,14,18,18,18
"Upper Limit",40,125,49,41,107,103,116,101,126,117,91,92,108,31,37,31,127,126,127,128,90,117,88,87,40,38,39,38,36,35,39,37,36,37,34,35,96,38,102,38,34,38,36,39,42,41,39,39,43,38,41,37,30,31,35,33,34,37,38,34,33,38,37,37,40,39,97,40,36,89,37,38,81,40,81,43,45,44,128,126,51,43,32,33,120,36,125,115,90,88,45,34,39,33,127,125,127,127,96,117,91,94,40,38,39,39,38,37,38,38,36,37,35,36,96,104,103,104,36,38,37,40,43,42,40,41,42,39,43,39,30,30,31,38,31,33,32,36,33,38,36,36,41,42,99,40,36,37,35,36,83,39,83,43,43,42
