"","H4R17A","H4R17A.1","H4R17A.2","H4R17A.3","H4S64A","H4S64A.1","H4S64A.2","H4S64A.3","H3R63A","H3R63A.1","H3R63A.2","H3R63A.3","H3P16A","H3P16A.1","H3P16A.2","H3P16A.3","H3K42A","H3K42A.1","H3K42A.2","H3K42A.3","H3S87A","H3S87A.1","H3S87A.2","H3S87A.3","H4R78K","H4R78K.1","H4R78K.2","H4R78K.3","H4K44R","H4K44R.1","H4K44R.2","H4K44R.3","H3E94A","H3E94A.1","H3E94A.2","H3E94A.3","H3R69A","H3R69A.1","H3R69A.2","H3R69A.3","WT","WT.1","WT.2","WT.3","H3T32D","H3T32D.1","H3T32D.2","H3T32D.3","H3K27R","H3K27R.1","H3K27R.2","H3K27R.3","X2000","X2000.1","X2000.2","X2000.3","X200","X200.1","X200.2","X200.3","X1000","X1000.1","X1000.2","X1000.3","H3R40A","H3R40A.1","H3R40A.2","H3R40A.3","H3K79A","H3K79A.1","H3K79A.2","H3K79A.3","H3K4A","H3K4A.1","H3K4A.2","H3K36A","H3K36A.1","H3K36A.2","H4R17A.4","H4R17A.5","H4R17A.6","H4R17A.7","H4S64A.4","H4S64A.5","H4S64A.6","H4S64A.7","H3R63A.4","H3R63A.5","H3R63A.6","H3R63A.7","H3P16A.4","H3P16A.5","H3P16A.6","H3P16A.7","H3K42A.4","H3K42A.5","H3K42A.6","H3K42A.7","H3S87A.4","H3S87A.5","H3S87A.6","H3S87A.7","H4R78K.4","H4R78K.5","H4R78K.6","H4R78K.7","H4K44R.4","H4K44R.5","H4K44R.6","H4K44R.7","H3E94A.4","H3E94A.5","H3E94A.6","H3E94A.7","H3R69A.4","H3R69A.5","H3R69A.6","H3R69A.7","WT.4","WT.5","WT.6","WT.7","H3T32D.4","H3T32D.5","H3T32D.6","H3T32D.7","H3K27R.4","H3K27R.5","H3K27R.6","H3K27R.7","X2000.4","X2000.5","X2000.6","X2000.7","X200.4","X200.5","X200.6","X200.7","X1000.4","X1000.5","X1000.6","X1000.7","H3R40A.4","H3R40A.5","H3R40A.6","H3R40A.7","H3K79A.4","H3K79A.5","H3K79A.6","H3K79A.7","H3K4A.3","H3K4A.4","H3K4A.5","H3K36A.3","H3K36A.4","H3K36A.5"
"Doubling Times",304.10243091333,370.697296526431,180.494822315328,279.19596124672,434.320940237346,425.994792702446,372.13896047836,424.67735391641,507.407154670535,601.194583361646,357.895746066129,318.299441184643,416.916987632719,410.655748623307,314.42527204557,428.408174820624,46243.5532395168,207.580046744281,349.375992080965,608.503149266084,409.384946810555,413.395163167413,380.198149467323,379.175848423185,485.050579801238,455.496240476436,651.163866805535,520.275504668613,207.458946747351,209.376159370968,217.733189838288,250.697253772125,428.244437005068,460.111744592056,279.105311174371,520.27653902808,199.276427810871,283.415234063891,274.528098062708,308.860615542232,288.388849660144,266.212187064699,227.384870888976,261.27169451644,288.720540033385,236.55477080218,530.262503645047,263.04050145691,185.457063218782,6604.24874765162,253.72993098359,263.40761303645,461.444777432625,537.900453250838,304.014417163701,240.892147209087,308.95417878541,800.821513442096,247.150954933403,658.234605212519,400.163760841769,283.973973111344,662.401376701834,269.144941338491,204.932947465593,222.375473038408,214.805202720474,220.320696008346,268.978446430069,265.09303514308,238.194332162349,222.551144833214,286.09681795029,249.711605249409,277.741687072186,219.279765390467,221.825017894854,203.21530657256,397.757931554854,427.891969737515,243.557307091997,286.373580714535,416.98342311759,423.07959378128,370.897032349963,423.473236708829,597.46345112333,591.992311345727,340.636300919473,252.486287669569,407.984520073703,285.808817560102,291.884716980771,304.775727429006,3051.05653470873,325.532646977585,401.215998805983,1084.7313530246,396.10997783495,358.601684783424,366.110356511191,356.419336274181,408.952194601763,498.48832250436,493.341161035705,440.100670178593,192.502442479255,195.972776318284,216.45564686322,246.765499357171,329.024239275912,488.836548590362,253.021920825775,490.28759886181,193.445954257501,273.986888537,275.266003759494,545.413756608087,290.011718933016,261.334752289465,216.459145319884,258.942661178022,274.157381119984,221.859653663337,282.201659303704,259.458216158948,190.205651000041,671.729929506639,247.898159034827,259.988972742455,601.646948895523,641.944652365406,274.389180969497,255.207503189881,291.504859321893,743.548203647944,263.915832010435,685.846868633816,544.515881378348,271.660271310418,549.640607209646,282.548696532296,195.210274944532,212.704122542446,197.105338944455,197.437921419728,249.460008181012,256.902248007273,205.647012585123,203.504745104601,272.637350362034,252.094020053981,258.399574021358,202.233085098347,200.936761986509,188.019726805683
"Rsquared Value",0.923219932353544,0.875069593186608,0.951460199877708,0.957579340006188,0.89496372975248,0.889807256977477,0.93097077293515,0.886592787989381,0.886179534091863,0.778461199460704,0.966722184649157,0.93829451353258,0.853610748496925,0.875201349048769,0.949092653871805,0.880492551354493,0.00234386299273274,0.951126747490739,0.965422443117897,0.640296224387385,0.933519068740115,0.945744095193407,0.92494999425939,0.914341306705111,0.909835384206456,0.662593244892328,0.842332614854675,0.883926597846911,0.949932476633339,0.916763508964914,0.970870163509858,0.952504196005937,0.871877001436262,0.866251897184471,0.967184276530944,0.848889764596847,0.940456252601223,0.930664616573791,0.949317182574352,0.93170295163792,0.940076852887431,0.952070608106161,0.922172879385432,0.928732708987976,0.936044684331879,0.917848578746947,0.79366201069887,0.914370441029534,0.928045611385707,0.120940878352236,0.950245521039696,0.935574586752163,0.864126981871544,0.820752602246667,0.929900630377103,0.949122787425308,0.925491085371901,0.722742316507873,0.915817888409832,0.750151402155886,0.920178103712357,0.93145118941041,0.776297561674352,0.943967771557814,0.923649383798749,0.899622705694751,0.910494362041281,0.932302548791478,0.921135596648543,0.919785060885468,0.937190397125505,0.930892467337464,0.932762052354826,0.903798055343435,0.92170052265951,0.902930869720898,0.899642558641044,0.902262528825766,0.892260522102349,0.856185271144703,0.913180136598324,0.953721504021908,0.881919946013818,0.885866049812791,0.932607111970991,0.875316158033294,0.842579167739633,0.822614041293901,0.961899642552663,0.967113578400201,0.850702996311604,0.961842436319019,0.956961553987593,0.949744552495799,0.669084420040269,0.957036475742518,0.946463041877249,0.749092846260519,0.927020383730179,0.919142980371994,0.913861005410237,0.920587131363201,0.901636170079737,0.86538495054501,0.910193223525218,0.912825557644515,0.963598239723221,0.951143803258614,0.961748405747204,0.926230408211151,0.933915573034654,0.849851076100874,0.964878591832561,0.857102598478427,0.959439570796861,0.920360415993022,0.922437975045657,0.785505164325866,0.939968730880542,0.945277969703478,0.951969549958406,0.945400105672326,0.947906043796558,0.932535930442266,0.93988536591825,0.923087806247025,0.954138619844967,0.761907562348434,0.929144948653615,0.914337832964961,0.755003748018979,0.769107713947242,0.93889632800699,0.9387883325018,0.915792014512205,0.71655041879463,0.92190990435433,0.717242607340642,0.8212299938082,0.938163327353379,0.828350615131607,0.952921891340789,0.968723037417992,0.929756769389276,0.944068063651492,0.976237510559371,0.950603785211088,0.947951141008183,0.959049114740017,0.958783007353226,0.939686858543827,0.957169962250307,0.949044037912773,0.956645053200639,0.953866123467845,0.959822594732342
"Lower Limit",49,34,23,41,26,27,25,31,34,15,22,26,25,23,26,25,10,84,51,13,19,5,19,20,38,23,26,29,17,17,17,20,25,25,25,25,17,22,24,27,21,23,19,23,25,22,6,25,24,26,24,19,25,25,32,26,35,27,27,18,29,34,23,34,24,23,26,24,25,24,20,21,33,30,32,28,29,31,44,32,21,44,31,31,26,36,32,27,23,31,26,40,32,40,5,71,51,16,21,28,21,21,32,33,32,31,19,19,18,21,22,23,26,24,18,22,25,7,22,23,20,23,27,23,30,25,24,59,25,20,17,22,39,27,37,28,28,16,30,33,26,32,24,23,26,23,24,23,20,21,31,29,31,28,28,29
"Upper Limit",98,91,71,72,127,127,127,127,100,88,122,124,83,71,62,70,129,122,107,84,107,118,104,105,100,90,90,93,40,40,44,46,81,82,55,81,39,48,53,57,48,48,41,50,54,46,61,50,46,32,51,42,72,77,67,54,62,86,54,73,127,61,78,61,50,46,50,54,49,50,43,43,61,57,59,52,53,55,97,91,73,73,126,127,127,126,102,90,119,69,85,72,63,72,130,126,107,117,111,113,105,102,97,104,92,93,41,41,45,46,115,83,56,82,41,49,53,58,48,48,42,50,54,46,61,50,46,121,51,43,74,78,67,54,62,87,54,74,87,62,78,60,49,46,50,52,50,50,43,42,60,56,59,51,52,54
