"x","ypre","y","yfiltered","ycorrected","Upperlimit","LowerLimit","Rsquared"
1,0.425,0.227886874657909,0.137179177819862,0.259441736163845,126,25,0.926643763837842
2,0.33,0.132330187322256,0.136725844990226,0.154910656680169,0,0,0
3,0.31,0.111773499986603,0.135830513802977,0.130549698485036,0,0,0
4,0.303,0.104216812650951,0.134516806026141,0.12144870786571,0,0,0
5,0.302,0.102660125315298,0.132817860389304,0.119564597602449,0,0,0
6,0.303,0.103103437979645,0.130774401380448,0.120101472193601,0,0,0
7,0.294,0.093546750643992,0.128432901194405,0.108472686782238,0,0,0
8,0.298,0.0969900633083392,0.125843924090059,0.112675772660351,0,0,0
9,0.3,0.0984333759726864,0.123060680573386,0.114433175075765,0,0,0
10,0.298,0.0958766886370335,0.120137797823877,0.111318332832026,0,0,0
11,0.3,0.0973200013013806,0.117130286509301,0.113077740625883,0,0,0
12,0.291,0.0877633139657278,0.114092666772516,0.10138067625955,0,0,0
13,0.294,0.0902066266300749,0.111078224565996,0.104381712972672,0,0,0
14,0.293,0.0886499392944221,0.108138390319995,0.102470506922632,0,0,0
15,0.287,0.0820932519587692,0.105322241645129,0.0943894081591215,0,0,0
16,0.288,0.0825365646231164,0.102676128676554,0.0949373524928773,0,0,0
17,0.294,0.0879798772874635,0.100243418983034,0.101646959386737,0,0,0
18,0.288,0.0814231899518107,0.0980643538612277,0.0935607734099363,0,0,0
19,0.283,0.0758665026161578,0.0961759937292625,0.0866697541812241,0,0,0
20,0.29,0.082309815280505,0.0946122309654824,0.0946571131630932,0,0,0
21,0.29,0.0817531279448521,0.0934038664666258,0.0939688560332009,0,0,0
22,0.293,0.0841964406091993,0.0925787452633991,0.0969870033102867,0,0,0
23,0.297,0.0876397532735464,0.0921619214414685,0.101228723043165,0,0,0
24,0.29,0.0800830659378935,0.0921758062659424,0.0919019845398476,0,0,0
25,0.294,0.0835263786022407,0.0926402627716747,0.0961599760873136,0,0,0
26,0.29,0.0789696912665878,0.0935726374154596,0.0905223338161973,0,0,0
27,0.292,0.080413003930935,0.0949877467309866,0.0923105649346458,0,0,0
28,0.296,0.0838563165952821,0.0968978490253889,0.0965672680905767,0,0,0
29,0.3,0.0872996292596293,0.099312625920883,0.100810350428954,0,0,0
30,0.303,0.0897429419239764,0.102239181208504,0.103812731205195,0,0,0
31,0.305,0.0911862545883236,0.105682046769818,0.105582954994364,0,0,0
32,0.311,0.0966295672526707,0.109643181016956,0.112236420238346,0,0,0
33,0.312,0.0970728799170179,0.114121952598513,0.112776682034513,0,0,0
34,0.312,0.096516192581365,0.119115111252591,0.112098212094417,0,0,0
35,0.318,0.101959505245712,0.124616760290985,0.118715595162859,0,0,0
36,0.321,0.104402817910059,0.13061836155176,0.121673626489387,0,0,0
37,0.329,0.111846130574407,0.137108810147802,0.130636803408109,0,0,0
38,0.338,0.120289443238754,0.144074605484646,0.140713697337938,0,0,0
39,0.34,0.121732755903101,0.151500126165809,0.142426374489641,0,0,0
40,0.356,0.137176068567448,0.159368002254619,0.160564825131027,0,0,0
41,0.364,0.144619381231795,0.167659571009393,0.169181201202823,0,0,0
42,0.38,0.160062693896142,0.176355390161859,0.186785955149037,0,0,0
43,0.382,0.161506006560489,0.185435763177726,0.188412049459613,0,0,0
44,0.386,0.164949319224837,0.194881225950911,0.192277919598633,0,0,0
45,0.404,0.182392631889184,0.204672970416227,0.211564520232957,0,0,0
46,0.409,0.186835944553531,0.214793213455877,0.216396658836545,0,0,0
47,0.422,0.199279257217878,0.22522552440981,0.229751084213073,0,0,0
48,0.433,0.209722569882225,0.235955109081848,0.240754394263167,0,0,0
49,0.445,0.221165882546572,0.246969040254133,0.252594316270134,0,0,0
50,0.457,0.232609195210919,0.258256425229353,0.264205566851961,0,0,0
51,0.466,0.241052507875267,0.26980850130574,0.272625589530188,0,0,0
52,0.48,0.254495820539614,0.281618654367121,0.285773683050286,0,0,0
53,0.489,0.262939133203961,0.293682365219253,0.293869825871362,0,0,0
54,0.505,0.278382445868308,0.305997096532317,0.308357489130887,0,0,0
55,0.521,0.293825758532655,0.318562135221525,0.322435631577609,0,0,0
56,0.538,0.310269071197002,0.331378398427347,0.336984849295546,0,0,0
57,0.555,0.326712383861349,0.344448197636073,0.351093335076259,0,0,0
58,0.571,0.342155696525697,0.357774943794865,0.363958021798862,0,0,0
59,0.587,0.357599009190044,0.371362774849277,0.376466762565305,0,0,0
60,0.606,0.376042321854391,0.38521609494764,0.390967510472703,0,0,0
61,0.622,0.391485634518738,0.399339024450223,0.402770169966772,0,0,0
62,0.638,0.406928947183085,0.413734767309442,0.414291545647641,0,0,0
63,0.65,0.418372259847432,0.428404910867734,0.422664490712787,0,0,0
64,0.665,0.432815572511779,0.443348688747214,0.433055098301665,0,0,0
65,0.684,0.451258885176127,0.458562257554623,0.446077519050997,0,0,0
66,0.708,0.474702197840474,0.474038049899947,0.462326535972139,0,0,0
67,0.736,0.502145510504821,0.489764258448417,0.481097683997087,0,0,0
68,0.763,0.528588823169168,0.50572447971416,0.499158133856756,0,0,0
69,0.798,0.563032135833515,0.521897514031951,0.523070802294032,0,0,0
70,0.819,0.583475448497862,0.538257290574739,0.537702891525781,0,0,0
71,0.84,0.603918761162209,0.554772871204225,0.552834998742766,0,0,0
72,0.853,0.616362073826557,0.57140849418133,0.562354240438702,0,0,0
73,0.881,0.643805386490904,0.5881236484579,0.584378943220006,0,0,0
74,0.89,0.652248699155251,0.604873199835757,0.591487802004117,0,0,0
75,0.904,0.665692011819598,0.621607604388608,0.603178336663977,0,0,0
76,0.921,0.682135324483945,0.638273253616298,0.61816495316661,0,0,0
77,0.941,0.701578637148292,0.654813008530141,0.636986353918079,0,0,0
78,0.969,0.729021949812639,0.671166974875396,0.66588985867315,0,0,0
79,0.976,0.735465262476987,0.687273534017168,0.673118503533339,0,0,0
80,0.992,0.750908575141334,0.703070601496557,0.691197027808125,0,0,0
81,1.006,0.764351887805681,0.718497077172417,0.707857003310198,0,0,0
82,1.022,0.779795200470028,0.733494470408377,0.728140767509117,0,0,0
83,1.038,0.795238513134375,0.748008689053775,0.749742824116334,0,0,0
84,1.068,0.824681825798723,0.761991951531881,0.794946454704366,0,0,0
85,1.074,0.83012513846307,0.775404722646494,0.803925997917903,0,0,0
86,1.094,0.849568451127417,0.788217508328807,0.837714935814091,0,0,0
87,1.096,0.851011763791764,0.8004123160206,0.840333912396494,0,0,0
88,1.102,0.856455076456111,0.81198361836965,0.850353843878227,0,0,0
89,1.094,0.847898389120458,0.822938732816321,0.834704078359464,0,0,0
90,1.1,0.853341701784805,0.8332976302887,0.844595054565645,0,0,0
91,1.102,0.854785014449152,0.843092282853114,0.847255470961562,0,0,0
92,1.106,0.8582283271135,0.852365703481668,0.853667291422611,0,0,0
93,1.108,0.859671639777847,0.861170810437751,0.856382312633973,0,0,0
94,1.117,0.868114952442194,0.869569207181856,0.872595304757624,0,0,0
95,1.121,0.871558265106541,0.877629934688187,0.879371970993194,0,0,0
96,1.123,0.873001577770888,0.885428220746356,0.882241388220354,0,0,0
97,1.133,0.882444890435235,0.893044225442741,0.901444202812947,0,0,0
98,1.129,0.877888203099582,0.900561775491427,0.892084640948475,0,0,0
99,1.131,0.87933151576393,0.908067089567942,0.89503020168328,0,0,0
100,1.139,0.886774828428277,0.915647521904499,0.910502614200753,0,0,0
101,1.143,0.890218141092624,0.923390375490677,0.91782243395953,0,0,0
102,1.145,0.891661453756971,0.931381824994294,0.920921626041704,0,0,0
103,1.155,0.901104766421318,0.939705954991277,0.941658716652716,0,0,0
104,1.157,0.902548079085665,0.948443898942405,0.944899482896877,0,0,0
105,1.167,0.911991391750013,0.957673054140101,0.96658130854655,0,0,0
106,1.173,0.91743470441436,0.967466330902752,0.97946336809476,0,0,0
107,1.169,0.912878017078707,0.977891381226016,0.96866019263816,0,0,0
108,1.179,0.922321329743054,0.989009767292618,0.991272927091951,0,0,0
109,1.175,0.917764642407401,1.00087608037901,0.980253388410422,0,0,0
110,1.189,0.931207955071748,1.01353707039185,1.01335659316231,0,0,0
111,1.193,0.934651267736095,1.0270308532623,1.02212819856792,0,0,0
112,1.197,0.938094580400443,1.04138622869271,1.0310219392567,0,0,0
113,1.201,0.94153789306479,1.05662210743047,1.04003923532588,0,0,0
114,1.215,0.954981205729137,1.07274705105766,1.07645421244737,0,0,0
115,1.215,0.954424518393484,1.08975894102462,1.07490734725328,0,0,0
116,1.227,0.965867831057831,1.10764477849203,1.1073987678794,0,0,0
117,1.239,0.977311143722178,1.1263805913294,1.14138421776095,0,0,0
118,1.238,0.975754456386525,1.1459314062757,1.13667123152457,0,0,0
119,1.245,0.982197769050873,1.16625123593453,1.15636567302233,0,0,0
120,1.254,0.99064108171522,1.18728306377067,1.18292944465054,0,0,0
121,1.264,1.00008439437957,1.20895886383885,1.21368109702626,0,0,0
122,1.262,0.997527707043914,1.23119969412227,1.20524509651415,0,0,0
123,1.276,1.01097101970826,1.25391587641322,1.25053792181657,0,0,0
124,1.282,1.01641433237261,1.27700728466837,1.26954523585013,0,0,0
125,1.288,1.02185764503696,1.30036377383413,1.28894678018863,0,0,0
126,1.294,1.0273009577013,1.32386575801133,1.30874883153616,0,0,0
127,1.302,1.03474427036565,1.34738493684778,1.33648638388,0,0,0
128,1.306,1.03818758303,1.37078518823603,1.34957978125321,0,0,0
129,1.318,1.04963089569434,1.39392365398472,1.39430894882891,0,0,0
130,1.328,1.05907420835869,1.41665202045526,1.43265988490431,0,0,0
131,1.33,1.06051752102304,1.43881793893979,1.43863845938556,0,0,0
132,1.33,1.05996083368739,1.46026648781014,1.4363288055379,0,0,0
133,1.336,1.06540414635173,1.48084162997132,1.45911383586156,0,0,0
134,1.347,1.07584745901608,1.50038773402038,1.50410026904316,0,0,0
135,1.349,1.07729077168043,1.51875126102428,1.51045118525304,0,0,0
136,1.352,1.07973408434477,1.53578263838718,1.52127722704588,0,0,0
137,1.36,1.08717739700912,1.55133827712864,1.55484387585476,0,0,0
138,1.365,1.09162070967347,1.56528269636729,1.57530763107139,0,0,0
139,1.369,1.09506402233782,1.57749071610726,1.59138785403476,0,0,0
140,1.367,1.09250733500216,1.58784964247288,1.57942954359015,0,0,0
141,1.375,1.09995064766651,1.59626137358129,1.61454476340454,0,0,0
142,1.379,1.10339396033086,1.6026443992647,1.6311015296342,0,0,0
143,1.385,1.1088372729952,1.60693565834369,1.65768371546045,0,0,0
144,1.383,1.10628058565955,1.60909213446654,1.64513555729604,0,0,0
