"x","ypre","y","yfiltered","ycorrected","Upperlimit","LowerLimit","Rsquared"
1,0.552,0.323140249433107,0.231898629253721,0.348065061995442,37,28,0.0261045369233543
2,0.427,0.198344712814204,0.231870408114628,0.228757279742521,0,0,0
3,0.415,0.186549176195301,0.231636685205606,0.216085797953968,0,0,0
4,0.417,0.188753639576398,0.231205635182189,0.218471901005363,0,0,0
5,0.414,0.185958102957495,0.230590877312194,0.21544462932904,0,0,0
6,0.416,0.188162566338592,0.229810080078963,0.21783293044073,0,0,0
7,0.414,0.186367029719689,0.228883732721655,0.215888276690295,0,0,0
8,0.417,0.189571493100786,0.227834120297463,0.21935505477379,0,0,0
9,0.419,0.191775956481884,0.226684491095251,0.221729887739439,0,0,0
10,0.416,0.188980419862981,0.225458392015251,0.218716901573952,0,0,0
11,0.414,0.187184883244078,0.224179140276965,0.216774726267956,0,0,0
12,0.415,0.188389346625175,0.222869405998566,0.21807815755337,0,0,0
13,0.414,0.187593810006272,0.221550893908225,0.217217528122792,0,0,0
14,0.415,0.188798273387369,0.220244117021456,0.218520127717954,0,0,0
15,0.415,0.189002736768466,0.218968248229999,0.218741006793758,0,0,0
16,0.412,0.186207200149563,0.217741028673685,0.215714910046751,0,0,0
17,0.414,0.18841166353066,0.216578711679613,0.218102285071027,0,0,0
18,0.412,0.186616126911758,0.215496026135846,0.216158385860252,0,0,0
19,0.411,0.185820590292855,0.214506147229633,0.215295377675468,0,0,0
20,0.411,0.186025053673952,0.213620663963422,0.215517283880256,0,0,0
21,0.404,0.179229517055049,0.212849536645191,0.208104462954278,0,0,0
22,0.41,0.185433980436146,0.212201045945533,0.21487559377177,0,0,0
23,0.408,0.183638443817243,0.211681741626617,0.212922694276162,0,0,0
24,0.406,0.18184290719834,0.211296394555841,0.210964388678933,0,0,0
25,0.401,0.177047370579437,0.211047947349313,0.205707753650356,0,0,0
26,0.407,0.183251833960535,0.210937464324732,0.212501493604348,0,0,0
27,0.405,0.181456297341632,0.210964092828377,0.210542026117858,0,0,0
28,0.405,0.181660760722729,0.211125043832932,0.210765428876565,0,0,0
29,0.406,0.182865224103826,0.211415586174821,0.212080042458122,0,0,0
30,0.404,0.181069687484923,0.211829045656158,0.210119413851145,0,0,0
31,0.404,0.18127415086602,0.212356806946972,0.210342948648808,0,0,0
32,0.403,0.180478614247117,0.212988323642164,0.209472815553344,0,0,0
33,0.402,0.179683077628214,0.213711148093239,0.208601626963202,0,0,0
34,0.408,0.185887541009311,0.214510995655624,0.215368047722596,0,0,0
35,0.403,0.181092004390409,0.215371853335121,0.21014381577001,0,0,0
36,0.402,0.180296467771506,0.216276134589851,0.209273440876631,0,0,0
37,0.402,0.180500931152603,0.217204884213874,0.209497239483578,0,0,0
38,0.402,0.1807053945337,0.218138051083968,0.209720968366155,0,0,0
39,0.403,0.181909857914797,0.219054854195074,0.211037505450947,0,0,0
40,0.407,0.186114321295894,0.219934259998979,0.215614144877292,0,0,0
41,0.412,0.191318784676991,0.220755573069443,0.221238061237714,0,0,0
42,0.414,0.193523248058088,0.221499121737282,0.223606355937964,0,0,0
43,0.412,0.191727711439186,0.222147002054812,0.221678002354876,0,0,0
44,0.416,0.195932174820283,0.222683840622961,0.226184850526367,0,0,0
45,0.426,0.20613663820138,0.223097547125376,0.236997387840929,0,0,0
46,0.42,0.200341101582477,0.223380027839577,0.23087844341991,0,0,0
47,0.429,0.209545564963574,0.223527816775149,0.240569467174634,0,0,0
48,0.436,0.216750028344671,0.223542571589543,0.248052429298783,0,0,0
